Method,Target Alpha,Setting,Run,Coverage,A_hat,LPB,Include Proportion,s_tau
Naive,0.1,1,13,0.9483333333333334,0.05745762711864407,0.15119445890349714,,
Naive,0.1,1,14,0.9766666666666667,0.043220338983050846,0.11350300555341919,,
Naive,0.1,1,15,0.9616666666666667,0.05271186440677966,0.13636859386959713,,
Naive,0.1,1,16,0.9466666666666667,0.06220338983050847,0.16645881383660538,,
Naive,0.1,1,17,0.9583333333333334,0.05745762711864407,0.15167764327042693,,
Naive,0.1,1,18,0.9483333333333334,0.05983050847457627,0.15817035817269592,,
Naive,0.1,1,19,0.9766666666666667,0.045593220338983054,0.12100476375467506,,
Naive,0.1,1,20,0.9533333333333334,0.05983050847457627,0.15987470763265102,,
Naive,0.1,1,21,0.94,0.05508474576271186,0.14727893271986445,,
Naive,0.1,1,22,0.9516666666666667,0.05508474576271186,0.14734565074375486,,
Naive,0.1,1,23,0.965,0.047966101694915254,0.12639194959509412,,
Naive,0.1,1,24,0.9616666666666667,0.050338983050847455,0.13305955346480408,,
Naive,0.1,2,0,0.95,0.05508474576271186,0.27985101445530336,,
Naive,0.1,2,1,0.9766666666666667,0.043220338983050846,0.19848210481255318,,
Naive,0.1,2,2,0.9433333333333334,0.06220338983050847,0.31963890995247296,,
Naive,0.1,2,3,0.955,0.05271186440677966,0.2699118280784302,,
Naive,0.1,2,4,0.9683333333333334,0.045593220338983054,0.22468214164086778,,
Naive,0.1,2,5,0.9466666666666667,0.05745762711864407,0.2948268593785383,,
Naive,0.1,2,6,0.975,0.047966101694915254,0.23162967517531674,,
Naive,0.1,2,7,0.9433333333333334,0.05508474576271186,0.27250464976412064,,
Naive,0.1,2,8,0.9666666666666667,0.047966101694915254,0.22911468247530933,,
Naive,0.1,2,9,0.965,0.045593220338983054,0.2211291393244296,,
Naive,0.1,2,10,0.9683333333333334,0.047966101694915254,0.2337880336142139,,
Naive,0.1,2,11,0.9533333333333334,0.05508474576271186,0.2771330061035502,,
Naive,0.1,2,12,0.9716666666666667,0.043220338983050846,0.20456911400410502,,
Naive,0.1,2,13,0.9633333333333334,0.050338983050847455,0.2422753256903123,,
Naive,0.1,2,14,0.97,0.045593220338983054,0.21717887146102285,,
Naive,0.1,2,15,0.9533333333333334,0.05271186440677966,0.2597682630471917,,
Naive,0.1,2,16,0.9666666666666667,0.045593220338983054,0.21376956942221825,,
Naive,0.1,2,17,0.975,0.03847457627118644,0.17781161295343903,,
Naive,0.1,2,18,0.9616666666666667,0.050338983050847455,0.24562166543994143,,
Naive,0.1,2,19,0.955,0.05508474576271186,0.28008476541868293,,
Naive,0.1,2,20,0.9566666666666667,0.05271186440677966,0.2577430467196156,,
Naive,0.1,2,21,0.965,0.045593220338983054,0.21449567639634062,,
Naive,0.1,2,22,0.9366666666666666,0.06220338983050847,0.3293548189221257,,
Naive,0.1,2,23,0.965,0.047966101694915254,0.23082770305277453,,
Naive,0.1,2,24,0.96,0.050338983050847455,0.24792263047077853,,
Naive,0.1,3,0,0.935,0.06932203389830507,0.19055048664880073,,
Naive,0.1,3,1,0.9466666666666667,0.06694915254237288,0.18245328079958908,,
Naive,0.1,3,2,0.965,0.050338983050847455,0.13808231168435436,,
Naive,0.1,3,3,0.9583333333333334,0.05983050847457627,0.16229155098219544,,
Naive,0.1,3,4,0.955,0.06220338983050847,0.1693653381203886,,
Naive,0.1,3,5,0.9433333333333334,0.06694915254237288,0.18631730346598266,,
Naive,0.1,3,6,0.9483333333333334,0.06694915254237288,0.18317354467322972,,
Naive,0.1,3,7,0.9366666666666666,0.06932203389830507,0.1931635942760131,,
Naive,0.1,3,8,0.9583333333333334,0.05983050847457627,0.16344678161781678,,
Naive,0.1,3,9,0.9616666666666667,0.05271186440677966,0.14663328317773008,,
Naive,0.1,3,10,0.96,0.05983050847457627,0.16393944675263875,,
Naive,0.1,3,11,0.9433333333333334,0.06694915254237288,0.18296575847059343,,
Naive,0.1,3,12,0.9383333333333334,0.06694915254237288,0.18501499995204065,,
Naive,0.1,3,13,0.9533333333333334,0.06694915254237288,0.18431809301463217,,
Naive,0.1,3,14,0.9466666666666667,0.06457627118644067,0.17476365607207275,,
Naive,0.1,3,15,0.9533333333333334,0.05745762711864407,0.1560826156078188,,
Naive,0.1,3,16,0.9633333333333334,0.050338983050847455,0.13975269849902416,,
Naive,0.1,3,17,0.945,0.06457627118644067,0.17432140794783266,,
Naive,0.1,3,18,0.9383333333333334,0.06932203389830507,0.19205958692596864,,
Naive,0.1,3,19,0.9483333333333334,0.06694915254237288,0.18584545752046452,,
Naive,0.1,3,20,0.9433333333333334,0.06694915254237288,0.1826914771700491,,
Naive,0.1,3,21,0.945,0.06694915254237288,0.18384508978486186,,
Naive,0.1,3,22,0.95,0.06220338983050847,0.16915274453345086,,
Naive,0.1,3,23,0.9416666666666667,0.06932203389830507,0.18946565067579582,,
Naive,0.1,3,24,0.9566666666666667,0.05983050847457627,0.16440124489255722,,
Naive,0.1,4,0,0.9766666666666667,0.05271186440677966,0.3148414238401375,,
Naive,0.1,4,1,0.955,0.07169491525423728,0.4734443122252668,,
Naive,0.1,4,2,0.935,0.08830508474576271,0.5980188069420542,,
Naive,0.1,4,3,0.9416666666666667,0.07406779661016949,0.47864693120317997,,
Naive,0.1,4,4,0.9416666666666667,0.07169491525423728,0.4705291659296802,,
Naive,0.1,4,5,0.945,0.07169491525423728,0.4717854330001677,,
Naive,0.1,4,6,0.9466666666666667,0.07169491525423728,0.46769615473414045,,
Naive,0.1,4,7,0.945,0.07169491525423728,0.47134367461430354,,
Naive,0.1,4,8,0.95,0.07169491525423728,0.46941835067843274,,
Naive,0.1,4,9,0.9583333333333334,0.06457627118644067,0.40993896705330096,,
Naive,0.1,4,10,0.945,0.07406779661016949,0.4887023701743564,,
Naive,0.1,4,11,0.935,0.07406779661016949,0.48108851724164076,,
Naive,0.1,4,12,0.9466666666666667,0.06932203389830507,0.4432057244727537,,
Naive,0.1,4,13,0.9533333333333334,0.07169491525423728,0.45849772789010595,,
Naive,0.1,4,14,0.9233333333333333,0.10016949152542372,0.7071094186888047,,
Naive,0.1,4,15,0.9566666666666667,0.07169491525423728,0.47550434409541364,,
Naive,0.1,4,16,0.885,0.11915254237288135,0.8872920050988591,,
Naive,0.1,4,17,0.9333333333333333,0.08830508474576271,0.5778748684527177,,
Naive,0.1,4,18,0.94,0.07169491525423728,0.46381404129306847,,
Naive,0.1,4,19,0.9116666666666666,0.10491525423728813,0.7341960660473503,,
Naive,0.1,4,20,0.9516666666666667,0.07169491525423728,0.4660307749234193,,
Naive,0.1,4,21,0.9383333333333334,0.07406779661016949,0.48127345922149706,,
Naive,0.1,4,22,0.935,0.07406779661016949,0.481947018580415,,
Naive,0.1,4,23,0.915,0.09542372881355932,0.6458593565557638,,
Naive,0.1,4,24,0.9516666666666667,0.07169491525423728,0.472166551285911,,
Naive,0.1,5,0,0.9416666666666667,0.05508474576271186,0.16779926571542542,,
Naive,0.1,5,1,0.9466666666666667,0.05271186440677966,0.15837416981314517,,
Naive,0.1,5,2,0.9616666666666667,0.045593220338983054,0.13652095190770475,,
Naive,0.1,5,3,0.93,0.06220338983050847,0.18712907658303352,,
Naive,0.1,5,4,0.9583333333333334,0.050338983050847455,0.15223634792076568,,
Naive,0.1,5,5,0.9433333333333334,0.05508474576271186,0.16655948216191988,,
Naive,0.1,5,6,0.9616666666666667,0.045593220338983054,0.13630585748197438,,
Naive,0.1,5,7,0.9616666666666667,0.050338983050847455,0.1518865794168534,,
Naive,0.1,5,8,0.945,0.05271186440677966,0.15859857968206195,,
Naive,0.1,5,9,0.945,0.05271186440677966,0.15906391447578713,,
Naive,0.1,5,10,0.9583333333333334,0.05271186440677966,0.1576412486768938,,
Naive,0.1,5,11,0.9583333333333334,0.050338983050847455,0.15175118123657588,,
Naive,0.1,5,12,0.975,0.040847457627118645,0.12093774453717131,,
Naive,0.1,5,13,0.9433333333333334,0.05271186440677966,0.15792530542443084,,
Naive,0.1,5,14,0.95,0.05271186440677966,0.15800300910059428,,
Naive,0.1,5,15,0.9666666666666667,0.045593220338983054,0.13625881260487782,,
Naive,0.1,5,16,0.96,0.047966101694915254,0.14380692264994427,,
Naive,0.1,5,17,0.95,0.05508474576271186,0.16539593775480513,,
Naive,0.1,5,18,0.9566666666666667,0.047966101694915254,0.1429893894427301,,
Naive,0.1,5,19,0.955,0.05271186440677966,0.15855709425938908,,
Naive,0.1,5,20,0.95,0.050338983050847455,0.15086062183455795,,
Naive,0.1,5,21,0.955,0.047966101694915254,0.1442923696628318,,
Naive,0.1,5,22,0.98,0.03847457627118644,0.11344501514084046,,
Naive,0.1,5,23,0.965,0.045593220338983054,0.13579341941897324,,
Naive,0.1,5,24,0.965,0.050338983050847455,0.15239543075851858,,
Naive,0.1,6,0,0.9516666666666667,0.05745762711864407,0.1799615563130439,,
Naive,0.1,6,1,0.9566666666666667,0.05508474576271186,0.17145724294698553,,
Naive,0.1,6,2,0.9733333333333334,0.045593220338983054,0.13992656672013534,,
Naive,0.1,6,3,0.9683333333333334,0.043220338983050846,0.13123737821373332,,
Naive,0.1,6,4,0.9483333333333334,0.05508474576271186,0.17015288614568194,,
Naive,0.1,6,5,0.9283333333333333,0.06932203389830507,0.2230081263358546,,
Naive,0.1,6,6,0.9483333333333334,0.05983050847457627,0.1894423804621502,,
Naive,0.1,6,7,0.9366666666666666,0.06220338983050847,0.19773377220110325,,
Naive,0.1,6,8,0.9466666666666667,0.05271186440677966,0.16134829625152,,
Naive,0.1,6,9,0.9516666666666667,0.05271186440677966,0.16351914103152623,,
Naive,0.1,6,10,0.9533333333333334,0.05271186440677966,0.16238022084695392,,
Naive,0.1,6,11,0.9483333333333334,0.05271186440677966,0.16214833305839374,,
Naive,0.1,6,12,0.9433333333333334,0.06220338983050847,0.19707557678816984,,
Naive,0.1,6,13,0.9516666666666667,0.047966101694915254,0.1460190865592777,,
Naive,0.1,6,14,0.9483333333333334,0.05271186440677966,0.1630475189139218,,
Naive,0.1,6,15,0.9383333333333334,0.06220338983050847,0.19820769458638438,,
Naive,0.1,6,16,0.9416666666666667,0.05745762711864407,0.17990725796802085,,
Naive,0.1,6,17,0.9533333333333334,0.050338983050847455,0.1554319901193588,,
Naive,0.1,6,18,0.9433333333333334,0.05983050847457627,0.18924995634556013,,
Naive,0.1,6,19,0.94,0.05983050847457627,0.18888776174064334,,
Naive,0.1,6,20,0.9116666666666666,0.07881355932203389,0.26424623540445075,,
Naive,0.1,6,21,0.9516666666666667,0.05271186440677966,0.16211366162521987,,
Naive,0.1,6,22,0.95,0.050338983050847455,0.154377889507074,,
Naive,0.1,6,23,0.945,0.06220338983050847,0.19868859967941424,,
Naive,0.1,6,24,0.96,0.047966101694915254,0.14781280757991563,,
