Method,Target Alpha,Setting,Run,Coverage,A_hat,LPB,Include Proportion
CSD,0.1,3,5,0.85,,0.2713976279950536,
CSD,0.1,3,6,0.845,,0.2693285055047936,
CSD,0.1,3,7,0.85,,0.267761129486962,
CSD,0.1,3,8,0.845,,0.275775742626195,
CSD,0.1,3,9,0.855,,0.27353119095523676,
CSD,0.1,3,10,0.85,,0.2771543423117914,
CSD,0.1,3,11,0.845,,0.2700138647912816,
CSD,0.1,3,12,0.845,,0.2725144307011403,
CSD,0.1,3,13,0.84,,0.272997262008878,
CSD,0.1,3,14,0.85,,0.2777716058019334,
CSD,0.1,3,15,0.845,,0.27460822179107836,
CSD,0.1,3,16,0.85,,0.2745999554920664,
CSD,0.1,3,17,0.845,,0.2741592717278883,
CSD,0.1,3,18,0.84,,0.27424608196432304,
CSD,0.1,3,19,0.85,,0.2700982719731466,
CSD,0.1,4,0,0.935,,2.156202571445873,
CSD,0.1,4,1,0.945,,2.2898073734249333,
CSD,0.1,4,2,0.94,,2.3560041696881955,
CSD,0.1,4,3,0.93,,2.1332196255174836,
CSD,0.1,4,4,0.94,,2.215593187577268,
CSD,0.1,4,5,0.94,,2.370752460972539,
CSD,0.1,4,6,0.93,,2.121279995794043,
CSD,0.1,4,7,0.94,,2.1773200787676554,
CSD,0.1,4,8,0.94,,2.035537197686369,
CSD,0.1,4,9,0.94,,2.332649319879659,
CSD,0.1,4,10,0.93,,2.0603877907631714,
CSD,0.1,4,11,0.93,,2.0759255338232006,
CSD,0.1,4,12,0.94,,2.2035104453146928,
CSD,0.1,4,13,0.94,,2.1803814737462606,
CSD,0.1,4,14,0.93,,2.1378655315094184,
CSD,0.1,4,15,0.93,,2.0961208482391878,
CSD,0.1,4,16,0.93,,2.035556325818807,
CSD,0.1,4,17,0.94,,2.175084771324949,
CSD,0.1,4,18,0.925,,1.9618455938792818,
CSD,0.1,4,19,0.94,,2.2122080625758573,
CSD,0.1,5,0,0.91,,0.21138987998135875,
CSD,0.1,5,1,0.92,,0.20842842229917646,
CSD,0.1,5,2,0.905,,0.21261403121894382,
CSD,0.1,5,3,0.905,,0.2156937739957233,
CSD,0.1,5,4,0.92,,0.20663010968552814,
CSD,0.1,5,5,0.915,,0.21252595809101116,
CSD,0.1,5,6,0.905,,0.20873243962523433,
CSD,0.1,5,7,0.915,,0.20584189366656694,
CSD,0.1,5,8,0.925,,0.20341225928090523,
CSD,0.1,5,9,0.92,,0.19664605837162732,
CSD,0.1,5,10,0.905,,0.2134602583081238,
CSD,0.1,5,11,0.925,,0.20149577074838018,
CSD,0.1,5,12,0.91,,0.20752769002353832,
CSD,0.1,5,13,0.91,,0.21469932635169875,
CSD,0.1,5,14,0.91,,0.2261402251433938,
CSD,0.1,5,15,0.915,,0.21986504964058287,
CSD,0.1,5,16,0.905,,0.21283659484944598,
CSD,0.1,5,17,0.91,,0.215905054917171,
CSD,0.1,5,18,0.905,,0.21474906293322726,
CSD,0.1,5,19,0.915,,0.21345944461378072,
CSD,0.1,6,0,0.92,,0.32550831498723665,
CSD,0.1,6,1,0.92,,0.32387534764504783,
CSD,0.1,6,2,0.92,,0.322270009608335,
CSD,0.1,6,3,0.92,,0.32776632532384187,
CSD,0.1,6,4,0.92,,0.32629209701517115,
CSD,0.1,6,5,0.92,,0.3271092535482055,
CSD,0.1,6,6,0.92,,0.3241611831518628,
CSD,0.1,6,7,0.92,,0.32952932323758755,
CSD,0.1,6,8,0.915,,0.31999146963215597,
CSD,0.1,6,9,0.92,,0.321681697986601,
CSD,0.1,6,10,0.92,,0.32517980180553635,
CSD,0.1,6,11,0.92,,0.3226697561420111,
CSD,0.1,6,12,0.92,,0.32457645961282483,
CSD,0.1,6,13,0.92,,0.3232665216271576,
CSD,0.1,6,14,0.92,,0.32623553933139476,
CSD,0.1,6,15,0.92,,0.32201603550197005,
CSD,0.1,6,16,0.92,,0.3252664147257619,
CSD,0.1,6,17,0.92,,0.32416472482585085,
CSD,0.1,6,18,0.92,,0.3277420947841658,
CSD,0.1,6,19,0.92,,0.3211997578893401,
Uncalibrated,0.1,1,0,0.86,,1.0948000343687152,
Uncalibrated,0.1,1,1,0.855,,1.0792478799167404,
Uncalibrated,0.1,1,2,0.86,,1.0958035104679613,
Uncalibrated,0.1,1,3,0.86,,1.0958406760097446,
Uncalibrated,0.1,1,4,0.86,,1.0970763296240889,
Uncalibrated,0.1,1,5,0.86,,1.0950597024630466,
Uncalibrated,0.1,1,6,0.86,,1.096530580057424,
Uncalibrated,0.1,1,7,0.86,,1.0944016898976785,
Uncalibrated,0.1,1,8,0.86,,1.0950467733340665,
Uncalibrated,0.1,1,9,0.855,,1.1084962767149742,
Uncalibrated,0.1,1,10,0.855,,1.1111838733025372,
Uncalibrated,0.1,1,11,0.86,,1.0965235335553982,
Uncalibrated,0.1,1,12,0.86,,1.0969058909222626,
Uncalibrated,0.1,1,13,0.86,,1.0943130655364086,
Uncalibrated,0.1,1,14,0.86,,1.0933360155492136,
Uncalibrated,0.1,1,15,0.86,,1.0953752093955336,
Uncalibrated,0.1,1,16,0.855,,1.1069137518376526,
Uncalibrated,0.1,1,17,0.86,,1.0938488159667046,
Uncalibrated,0.1,1,18,0.855,,1.1164729129117674,
Uncalibrated,0.1,1,19,0.86,,1.0940554168388623,
Uncalibrated,0.1,2,0,0.905,,0.18419181995619505,
Uncalibrated,0.1,2,1,0.875,,0.20738662359656718,
Uncalibrated,0.1,2,2,0.875,,0.20529206341466133,
Uncalibrated,0.1,2,3,0.895,,0.1853134902714107,
Uncalibrated,0.1,2,4,0.885,,0.21772853033351325,
Uncalibrated,0.1,2,5,0.905,,0.18373823434596787,
Uncalibrated,0.1,2,6,0.885,,0.2086640710797536,
Uncalibrated,0.1,2,7,0.88,,0.20440050893378112,
Uncalibrated,0.1,2,8,0.885,,0.20801991987517623,
Uncalibrated,0.1,2,9,0.875,,0.2073175610669101,
Uncalibrated,0.1,2,10,0.875,,0.20533902602892662,
Uncalibrated,0.1,2,11,0.875,,0.20707602690032786,
Uncalibrated,0.1,2,12,0.875,,0.20738695006625155,
Uncalibrated,0.1,2,13,0.875,,0.2069383267315223,
Uncalibrated,0.1,2,14,0.88,,0.20113240274239566,
Uncalibrated,0.1,2,15,0.875,,0.20532279073604096,
Uncalibrated,0.1,2,16,0.88,,0.20700603412948318,
Uncalibrated,0.1,2,17,0.885,,0.20894245275610576,
Uncalibrated,0.1,2,18,0.885,,0.20650167201559697,
Uncalibrated,0.1,2,19,0.905,,0.1832704684018505,
Uncalibrated,0.1,3,0,0.845,,0.2779048120802889,
Uncalibrated,0.1,3,1,0.84,,0.27416928251398365,
Uncalibrated,0.1,3,2,0.87,,0.26789012262174583,
Uncalibrated,0.1,3,3,0.84,,0.27747777877496616,
Uncalibrated,0.1,3,4,0.835,,0.2878556068978238,
Uncalibrated,0.1,3,5,0.85,,0.2715187073627783,
Uncalibrated,0.1,3,6,0.84,,0.2796344021611007,
Uncalibrated,0.1,3,7,0.845,,0.2823844672654435,
Uncalibrated,0.1,3,8,0.845,,0.27584261413069006,
Uncalibrated,0.1,3,9,0.855,,0.2703586328160303,
Uncalibrated,0.1,3,10,0.86,,0.26793298625318845,
Uncalibrated,0.1,3,11,0.84,,0.2759437501717972,
Uncalibrated,0.1,3,12,0.84,,0.27759002729450005,
Uncalibrated,0.1,3,13,0.84,,0.27613013672091485,
Uncalibrated,0.1,3,14,0.855,,0.2679670229181423,
Uncalibrated,0.1,3,15,0.835,,0.27558912466400204,
Uncalibrated,0.1,3,16,0.855,,0.271020815413804,
Uncalibrated,0.1,3,17,0.84,,0.2906856733812943,
Uncalibrated,0.1,3,18,0.835,,0.2940054934794744,
Uncalibrated,0.1,3,19,0.845,,0.28252187670897105,
Uncalibrated,0.1,4,0,0.89,,2.3536770393052677,
Uncalibrated,0.1,4,1,0.885,,2.4960861848063756,
Uncalibrated,0.1,4,2,0.875,,2.666320647566763,
Uncalibrated,0.1,4,3,0.88,,2.306589280148012,
Uncalibrated,0.1,4,4,0.89,,2.421032178676525,
Uncalibrated,0.1,4,5,0.875,,2.6913916755684557,
Uncalibrated,0.1,4,6,0.89,,2.2936712383873767,
Uncalibrated,0.1,4,7,0.885,,2.3685374885978616,
Uncalibrated,0.1,4,8,0.885,,2.209015940230366,
Uncalibrated,0.1,4,9,0.875,,2.5820091233236964,
Uncalibrated,0.1,4,10,0.89,,2.208216415547735,
Uncalibrated,0.1,4,11,0.89,,2.2205756790351843,
Uncalibrated,0.1,4,12,0.885,,2.402747956989048,
Uncalibrated,0.1,4,13,0.89,,2.3638970529797665,
Uncalibrated,0.1,4,14,0.885,,2.3107685834546894,
Uncalibrated,0.1,4,15,0.885,,2.260904571060459,
Uncalibrated,0.1,4,16,0.89,,2.183172034665996,
Uncalibrated,0.1,4,17,0.895,,2.3622272860115014,
Uncalibrated,0.1,4,18,0.885,,2.093578332296238,
Uncalibrated,0.1,4,19,0.885,,2.4302217482941986,
Uncalibrated,0.1,5,0,0.94,,0.1801750154163041,
Uncalibrated,0.1,5,1,0.94,,0.17541392363080735,
Uncalibrated,0.1,5,2,0.94,,0.1816101472985158,
Uncalibrated,0.1,5,3,0.94,,0.18516599487384666,
Uncalibrated,0.1,5,4,0.94,,0.17292648940201105,
Uncalibrated,0.1,5,5,0.935,,0.18311908108667027,
Uncalibrated,0.1,5,6,0.94,,0.17847882998745454,
Uncalibrated,0.1,5,7,0.94,,0.174954214046567,
Uncalibrated,0.1,5,8,0.94,,0.1707959256865265,
Uncalibrated,0.1,5,9,0.94,,0.16668416121418622,
Uncalibrated,0.1,5,10,0.94,,0.18233418620996375,
Uncalibrated,0.1,5,11,0.94,,0.17051596808689765,
Uncalibrated,0.1,5,12,0.94,,0.17678908476016528,
Uncalibrated,0.1,5,13,0.93,,0.18508277555901956,
Uncalibrated,0.1,5,14,0.925,,0.19779788333817622,
Uncalibrated,0.1,5,15,0.925,,0.19580529839489544,
Uncalibrated,0.1,5,16,0.94,,0.18154510187028217,
Uncalibrated,0.1,5,17,0.935,,0.18527508416599234,
Uncalibrated,0.1,5,18,0.94,,0.18301291211797377,
Uncalibrated,0.1,5,19,0.94,,0.183449012519822,
Uncalibrated,0.1,6,0,0.925,,0.2856518098174391,
Uncalibrated,0.1,6,1,0.925,,0.285961403979791,
Uncalibrated,0.1,6,2,0.925,,0.28464576376433565,
Uncalibrated,0.1,6,3,0.925,,0.28563406035179456,
Uncalibrated,0.1,6,4,0.925,,0.28731704958331233,
Uncalibrated,0.1,6,5,0.925,,0.28643384284561174,
Uncalibrated,0.1,6,6,0.925,,0.28702477744655575,
Uncalibrated,0.1,6,7,0.93,,0.2940984014219963,
Uncalibrated,0.1,6,8,0.925,,0.2814219468895845,
Uncalibrated,0.1,6,9,0.925,,0.2858303793492675,
Uncalibrated,0.1,6,10,0.925,,0.28510002196345907,
Uncalibrated,0.1,6,11,0.925,,0.2851408525616239,
Uncalibrated,0.1,6,12,0.925,,0.2877384392660059,
Uncalibrated,0.1,6,13,0.925,,0.2860947704045732,
Uncalibrated,0.1,6,14,0.925,,0.2858152135941371,
Uncalibrated,0.1,6,15,0.925,,0.28503091463790153,
Uncalibrated,0.1,6,16,0.925,,0.2876598207726738,
Uncalibrated,0.1,6,17,0.925,,0.28716703009378935,
Uncalibrated,0.1,6,18,0.925,,0.2876584365893178,
Uncalibrated,0.1,6,19,0.925,,0.2850913225941751,
