Method,Target Alpha,Setting,Run,Coverage,A_hat,LPB,Include Proportion,s_tau
Naive,0.1,3,0,0.965,0.047966101694915254,0.15109046490919392,,
Naive,0.1,3,1,0.95,0.047966101694915254,0.17973046729498077,,
Naive,0.1,3,2,0.955,0.045593220338983054,0.11979336680739153,,
Naive,0.1,3,3,0.96,0.03847457627118644,0.13698033713123287,,
Naive,0.1,3,4,0.9175,0.06457627118644067,0.191557170995639,,
Naive,0.1,3,5,0.9625,0.040847457627118645,0.11804791835188093,,
Naive,0.1,3,6,0.96,0.03610169491525424,0.11726857613614908,,
Naive,0.1,3,7,0.95,0.05508474576271186,0.15560967558885605,,
Naive,0.1,3,8,0.96,0.05745762711864407,0.17189099695598753,,
Naive,0.1,3,9,0.9625,0.047966101694915254,0.1371814943330702,,
Naive,0.1,3,10,0.965,0.03847457627118644,0.11952836729381296,,
Naive,0.1,3,11,0.9675,0.02661016949152542,0.09394356082938864,,
Naive,0.1,3,12,0.9475,0.047966101694915254,0.1682808726928328,,
Naive,0.1,3,13,0.94,0.05745762711864407,0.19581224938730274,,
Naive,0.1,3,14,0.96,0.043220338983050846,0.13876113322791825,,
Naive,0.1,3,15,0.9575,0.043220338983050846,0.15076474679395305,,
Naive,0.1,3,16,0.9725,0.045593220338983054,0.13685970109625714,,
Naive,0.1,3,17,0.9475,0.050338983050847455,0.1413690539497988,,
Naive,0.1,3,18,0.94,0.047966101694915254,0.15939567628707627,,
Naive,0.1,3,19,0.95,0.03847457627118644,0.12054325810090472,,
Naive,0.1,3,20,0.9575,0.05983050847457627,0.16020534388682153,,
Naive,0.1,3,21,0.9475,0.06220338983050847,0.18273513842972305,,
Naive,0.1,3,22,0.945,0.033728813559322036,0.11724616740081713,,
Naive,0.1,3,23,0.9375,0.06220338983050847,0.19646731744515633,,
Naive,0.1,3,24,0.935,0.05983050847457627,0.19299084546609777,,
Naive,0.1,4,0,0.9525,0.06457627118644067,0.454072314867049,,
Naive,0.1,4,1,0.9675,0.05745762711864407,0.32673283259470787,,
Naive,0.1,4,2,0.9375,0.07169491525423728,0.4358090514583357,,
Naive,0.1,4,3,0.9475,0.05745762711864407,0.38140879746049594,,
Naive,0.1,4,4,0.915,0.07644067796610168,0.4999215822797176,,
Naive,0.1,4,5,0.9375,0.07644067796610168,0.4600198501452975,,
Naive,0.1,4,6,0.9475,0.05745762711864407,0.46230447404598607,,
Naive,0.1,4,7,0.9225,0.05983050847457627,0.4406107437980198,,
Naive,0.1,4,8,0.96,0.05983050847457627,0.3951777107590304,,
Naive,0.1,4,9,0.9375,0.06932203389830507,0.4334175977071362,,
Naive,0.1,4,10,0.9725,0.043220338983050846,0.2952388577420764,,
Naive,0.1,4,11,0.96,0.06457627118644067,0.47171562936050665,,
Naive,0.1,4,12,0.935,0.07406779661016949,0.5496966106453661,,
Naive,0.1,4,13,0.9275,0.07644067796610168,0.5959946626801241,,
Naive,0.1,4,14,0.9425,0.05271186440677966,0.3791661462626307,,
Naive,0.1,4,15,0.95,0.0859322033898305,0.5898646442319471,,
Naive,0.1,4,16,0.94,0.07169491525423728,0.4474356466874065,,
Naive,0.1,4,17,0.95,0.06220338983050847,0.4238082465702257,,
Naive,0.1,4,18,0.91,0.0859322033898305,0.5687484392424877,,
Naive,0.1,4,19,0.945,0.06694915254237288,0.48857756132333485,,
Naive,0.1,4,20,0.9375,0.06694915254237288,0.47561587103911357,,
Naive,0.1,4,21,0.94,0.08355932203389829,0.5222565267607943,,
Naive,0.1,4,22,0.9425,0.07881355932203389,0.5285351145533008,,
Naive,0.1,4,23,0.93,0.06694915254237288,0.4578855476019063,,
Naive,0.1,4,24,0.9525,0.06694915254237288,0.46863192187744984,,
Naive,0.1,5,0,0.9375,0.05983050847457627,0.16364394957473707,,
Naive,0.1,5,1,0.955,0.047966101694915254,0.17409730709967636,,
Naive,0.1,5,2,0.9575,0.047966101694915254,0.15909793563736713,,
Naive,0.1,5,3,0.955,0.05983050847457627,0.201697542804822,,
Naive,0.1,5,4,0.9525,0.033728813559322036,0.12798185841555584,,
Naive,0.1,5,5,0.96,0.033728813559322036,0.12728680237019227,,
Naive,0.1,5,6,0.9375,0.045593220338983054,0.17550108241773033,,
Naive,0.1,5,7,0.9475,0.05271186440677966,0.17447005726541143,,
Naive,0.1,5,8,0.975,0.043220338983050846,0.14391378026844723,,
Naive,0.1,5,9,0.9575,0.03847457627118644,0.1443753474561865,,
Naive,0.1,5,10,0.9225,0.05983050847457627,0.1982497087231569,,
Naive,0.1,5,11,0.96,0.05271186440677966,0.18340295824113095,,
Naive,0.1,5,12,0.965,0.047966101694915254,0.1556776244636345,,
Naive,0.1,5,13,0.965,0.05508474576271186,0.1716333068687694,,
Naive,0.1,5,14,0.9625,0.03610169491525424,0.13826884189736308,,
Naive,0.1,5,15,0.9375,0.05271186440677966,0.17336744195735343,,
Naive,0.1,5,16,0.9525,0.040847457627118645,0.14523871638210892,,
Naive,0.1,5,17,0.9525,0.06932203389830507,0.21813461862793518,,
Naive,0.1,5,18,0.9625,0.047966101694915254,0.14782551737853458,,
Naive,0.1,5,19,0.935,0.05745762711864407,0.19706063649519276,,
Naive,0.1,5,20,0.95,0.03135593220338983,0.11551395739236715,,
Naive,0.1,5,21,0.97,0.03610169491525424,0.13095348207033622,,
Naive,0.1,5,22,0.9475,0.043220338983050846,0.14144502177336227,,
Naive,0.1,5,23,0.9725,0.033728813559322036,0.12382673294703678,,
Naive,0.1,5,24,0.97,0.040847457627118645,0.12347806256875671,,
Naive,0.1,6,0,0.94,0.05745762711864407,0.21247205551753956,,
Naive,0.1,6,1,0.9375,0.050338983050847455,0.16654638047323808,,
Naive,0.1,6,2,0.9275,0.06694915254237288,0.25082546758308966,,
Naive,0.1,6,3,0.9525,0.045593220338983054,0.14997751331184872,,
Naive,0.1,6,4,0.965,0.03135593220338983,0.08964863998713712,,
Naive,0.1,6,5,0.9525,0.05271186440677966,0.15634238225543753,,
Naive,0.1,6,6,0.965,0.040847457627118645,0.13939631050033618,,
Naive,0.1,6,7,0.94,0.045593220338983054,0.15131641040599916,,
Naive,0.1,6,8,0.9525,0.050338983050847455,0.16246225263312902,,
Naive,0.1,6,9,0.9625,0.045593220338983054,0.1463215784132327,,
Naive,0.1,6,10,0.9525,0.047966101694915254,0.16739005298163367,,
Naive,0.1,6,11,0.97,0.03610169491525424,0.13730125890458392,,
Naive,0.1,6,12,0.95,0.040847457627118645,0.15954603691340055,,
Naive,0.1,6,13,0.95,0.043220338983050846,0.13032052775183756,,
Naive,0.1,6,14,0.9475,0.045593220338983054,0.1387352829868871,,
Naive,0.1,6,15,0.97,0.03610169491525424,0.13689534486089022,,
Naive,0.1,6,16,0.9525,0.045593220338983054,0.17141898853456072,,
Naive,0.1,6,17,0.9625,0.03135593220338983,0.11350838741215108,,
Naive,0.1,6,18,0.9675,0.040847457627118645,0.11634930007934428,,
Naive,0.1,6,19,0.965,0.045593220338983054,0.16803676623504132,,
Naive,0.1,6,20,0.95,0.047966101694915254,0.16390569389049559,,
Naive,0.1,6,21,0.9525,0.03135593220338983,0.10970893969685662,,
Naive,0.1,6,22,0.955,0.03847457627118644,0.1494921358012223,,
Naive,0.1,6,23,0.95,0.050338983050847455,0.16018474229541382,,
Naive,0.1,6,24,0.9425,0.047966101694915254,0.2011896099992619,,
